ID, pX, pY, pZ, vX, vY, vZ, aX, aY, aZ, m
4088, 3.25285, 3.5463, 0.881331, 0, 0, 0, 0, 0, 0, 1
4089, 5.93811, 9.96164, 2.78162, 0, 0, 0, 0, 0, 0, 1
4090, 6.24019, 1.34449, 5.3049, 0, 0, 0, 0, 0, 0, 1
4091, 0.169176, 0.587623, 2.16413, 0, 0, 0, 0, 0, 0, 1
4092, 2.70158, 0.133897, 5.76186, 0, 0, 0, 0, 0, 0, 1
4093, 6.65657, 8.16572, 5.36383, 0, 0, 0, 0, 0, 0, 1
4094, 3.19926, 2.3265, 9.29353, 0, 0, 0, 0, 0, 0, 1
4095, 4.91262, 7.08734, 7.7332, 0, 0, 0, 0, 0, 0, 1
4096, 7.9843, 2.18835, 5.83276, 0, 0, 0, 0, 0, 0, 1
4097, 2.26448, 2.55937, 5.56364, 0, 0, 0, 0, 0, 0, 1
4098, 5.06332, 7.41419, 5.28542, 0, 0, 0, 0, 0, 0, 1
4099, 4.39343, 2.78796, 3.18917, 0, 0, 0, 0, 0, 0, 1
4100, 9.67455, 1.67329, 8.66119, 0, 0, 0, 0, 0, 0, 1
4101, 1.45051, 8.75848, 2.24192, 0, 0, 0, 0, 0, 0, 1
4102, 4.0508, 2.21952, 6.3198, 0, 0, 0, 0, 0, 0, 1
4103, 6.98808, 4.46479, 8.49045, 0, 0, 0, 0, 0, 0, 1
4104, 9.64495, 8.89205, 7.99102, 0, 0, 0, 0, 0, 0, 1
4105, 3.38145, 6.00796, 7.95283, 0, 0, 0, 0, 0, 0, 1
4106, 7.58173, 0.647185, 0.222403, 0, 0, 0, 0, 0, 0, 1
4107, 9.08844, 6.41024, 8.20535, 0, 0, 0, 0, 0, 0, 1
4108, 5.49226, 8.70303, 2.72195, 0, 0, 0, 0, 0, 0, 1
4109, 0.42083, 8.58932, 4.73756, 0, 0, 0, 0, 0, 0, 1
4110, 9.36687, 1.3136, 0.234256, 0, 0, 0, 0, 0, 0, 1
4111, 5.16439, 1.12579, 2.38329, 0, 0, 0, 0, 0, 0, 1
4112, 1.16671, 3.85986, 1.13246, 0, 0, 0, 0, 0, 0, 1
4113, 2.93232, 2.62767, 5.43906, 0, 0, 0, 0, 0, 0, 1
4114, 3.66099, 4.263, 7.83852, 0, 0, 0, 0, 0, 0, 1
4115, 8.44325, 8.32847, 9.25455, 0, 0, 0, 0, 0, 0, 1
4116, 1.41553, 9.47846, 6.17417, 0, 0, 0, 0, 0, 0, 1
4117, 8.09203, 1.9704, 2.82896, 0, 0, 0, 0, 0, 0, 1
4118, 9.92814, 1.62991, 6.53893, 0, 0, 0, 0, 0, 0, 1
4119, 2.65124, 9.44733, 7.91347, 0, 0, 0, 0, 0, 0, 1
4120, 7.26122, 4.61061, 0.669759, 0, 0, 0, 0, 0, 0, 1
4121, 9.1245, 4.2586, 0.122497, 0, 0, 0, 0, 0, 0, 1
4122, 8.77742, 5.61005, 0.400936, 0, 0, 0, 0, 0, 0, 1
4123, 8.89036, 9.06327, 2.51495, 0, 0, 0, 0, 0, 0, 1
4124, 0.0599714, 1.89645, 0.480934, 0, 0, 0, 0, 0, 0, 1
4125, 5.47108, 0.0931744, 8.11237, 0, 0, 0, 0, 0, 0, 1
4126, 5.71559, 8.74089, 4.01232, 0, 0, 0, 0, 0, 0, 1
4127, 1.91944, 0.0439738, 9.38919, 0, 0, 0, 0, 0, 0, 1
4128, 6.03433, 4.063, 5.42791, 0, 0, 0, 0, 0, 0, 1
4129, 1.31869, 9.36707, 5.40637, 0, 0, 0, 0, 0, 0, 1
4130, 5.2212, 4.5601, 1.6427, 0, 0, 0, 0, 0, 0, 1
4131, 3.43107, 9.17528, 5.2909, 0, 0, 0, 0, 0, 0, 1
4132, 5.29463, 1.10243, 2.60815, 0, 0, 0, 0, 0, 0, 1
4133, 4.0903, 9.41448, 7.60703, 0, 0, 0, 0, 0, 0, 1
4134, 1.01265, 3.0269, 7.17613, 0, 0, 0, 0, 0, 0, 1
4135, 9.20741, 7.08521, 0.403023, 0, 0, 0, 0, 0, 0, 1
4136, 6.326, 7.23456, 3.9259, 0, 0, 0, 0, 0, 0, 1
4137, 5.36073, 4.63128, 5.93149, 0, 0, 0, 0, 0, 0, 1
4138, 5.24753, 9.22373, 7.55054, 0, 0, 0, 0, 0, 0, 1
4139, 6.25987, 7.46632, 7.28561, 0, 0, 0, 0, 0, 0, 1
4140, 8.1487, 6.79391, 3.97901, 0, 0, 0, 0, 0, 0, 1
4141, 0.367348, 7.55334, 6.65674, 0, 0, 0, 0, 0, 0, 1
4142, 9.82991, 6.45794, 8.01427, 0, 0, 0, 0, 0, 0, 1
4143, 9.26191, 9.49493, 5.76212, 0, 0, 0, 0, 0, 0, 1
4144, 5.26044, 8.2414, 2.90948, 0, 0, 0, 0, 0, 0, 1
4145, 8.80539, 2.78668, 4.08668, 0, 0, 0, 0, 0, 0, 1
4146, 7.7004, 7.74047, 5.35382, 0, 0, 0, 0, 0, 0, 1
4147, 0.0155003, 3.88479, 0.540008, 0, 0, 0, 0, 0, 0, 1
4148, 8.62068, 6.76745, 5.72544, 0, 0, 0, 0, 0, 0, 1
4149, 9.16957, 0.58549, 4.81314, 0, 0, 0, 0, 0, 0, 1
4150, 1.74624, 3.88687, 2.70345, 0, 0, 0, 0, 0, 0, 1
4151, 0.165408, 9.56097, 6.92722, 0, 0, 0, 0, 0, 0, 1
4152, 2.79473, 9.62252, 2.11058, 0, 0, 0, 0, 0, 0, 1
4153, 4.77681, 1.95898, 5.1063, 0, 0, 0, 0, 0, 0, 1
4154, 8.07847, 3.44782, 4.44844, 0, 0, 0, 0, 0, 0, 1
4155, 8.87734, 5.12751, 7.48014, 0, 0, 0, 0, 0, 0, 1
4156, 1.76385, 6.95782, 5.6829, 0, 0, 0, 0, 0, 0, 1
4157, 1.91614, 1.4731, 4.13702, 0, 0, 0, 0, 0, 0, 1
4158, 9.54739, 8.2049, 1.70859, 0, 0, 0, 0, 0, 0, 1
4159, 5.57179, 8.32518, 2.76094, 0, 0, 0, 0, 0, 0, 1
4160, 5.51039, 7.89247, 6.24066, 0, 0, 0, 0, 0, 0, 1
4161, 2.86333, 1.62269, 3.88173, 0, 0, 0, 0, 0, 0, 1
4162, 5.83374, 1.67441, 3.13253, 0, 0, 0, 0, 0, 0, 1
4163, 3.50218, 3.67364, 2.66749, 0, 0, 0, 0, 0, 0, 1
4164, 4.66297, 9.95625, 0.760334, 0, 0, 0, 0, 0, 0, 1
4165, 7.32378, 3.15703, 9.33706, 0, 0, 0, 0, 0, 0, 1
4166, 9.83752, 9.84823, 6.39132, 0, 0, 0, 0, 0, 0, 1
4167, 4.93822, 4.42897, 8.10153, 0, 0, 0, 0, 0, 0, 1
4168, 7.55608, 6.8137, 1.39447, 0, 0, 0, 0, 0, 0, 1
4169, 0.508713, 9.20864, 6.11367, 0, 0, 0, 0, 0, 0, 1
4170, 6.26075, 0.894484, 9.20284, 0, 0, 0, 0, 0, 0, 1
4171, 9.88683, 9.20029, 6.67562, 0, 0, 0, 0, 0, 0, 1
4172, 1.96398, 9.58255, 8.24645, 0, 0, 0, 0, 0, 0, 1
4173, 0.715036, 1.28274, 6.60913, 0, 0, 0, 0, 0, 0, 1
4174, 9.12241, 0.928688, 3.07859, 0, 0, 0, 0, 0, 0, 1
4175, 0.732504, 2.60477, 1.29075, 0, 0, 0, 0, 0, 0, 1
4176, 2.94835, 5.99327, 1.09066, 0, 0, 0, 0, 0, 0, 1
4177, 2.28528, 3.98824, 0.626025, 0, 0, 0, 0, 0, 0, 1
4178, 2.04115, 5.50757, 3.55925, 0, 0, 0, 0, 0, 0, 1
4179, 7.21567, 7.25985, 4.35576, 0, 0, 0, 0, 0, 0, 1
4180, 1.62476, 7.85736, 0.785484, 0, 0, 0, 0, 0, 0, 1
4181, 1.86848, 0.331085, 9.11335, 0, 0, 0, 0, 0, 0, 1
4182, 1.65348, 4.05109, 3.47832, 0, 0, 0, 0, 0, 0, 1
4183, 8.96472, 8.66416, 7.37406, 0, 0, 0, 0, 0, 0, 1
4184, 8.88431, 9.05544, 3.82478, 0, 0, 0, 0, 0, 0, 1
4185, 3.07893, 2.38806, 2.05945, 0, 0, 0, 0, 0, 0, 1
4186, 6.87686, 6.89538, 6.51206, 0, 0, 0, 0, 0, 0, 1
4187, 2.69393, 5.39003, 6.96052, 0, 0, 0, 0, 0, 0, 1
4188, 6.62842, 8.68963, 0.08816, 0, 0, 0, 0, 0, 0, 1
4189, 1.27852, 7.16849, 9.49275, 0, 0, 0, 0, 0, 0, 1
4190, 5.9778, 7.16575, 1.66904, 0, 0, 0, 0, 0, 0, 1
4191, 5.64017, 4.03152, 5.70599, 0, 0, 0, 0, 0, 0, 1
4192, 8.30811, 5.99681, 2.87761, 0, 0, 0, 0, 0, 0, 1
4193, 2.95947, 3.06495, 9.87875, 0, 0, 0, 0, 0, 0, 1
4194, 8.95447, 9.57364, 9.23817, 0, 0, 0, 0, 0, 0, 1
4195, 4.53886, 0.549126, 9.86118, 0, 0, 0, 0, 0, 0, 1
4196, 5.11673, 2.17062, 6.78914, 0, 0, 0, 0, 0, 0, 1
4197, 5.81225, 6.1473, 3.55737, 0, 0, 0, 0, 0, 0, 1
4198, 7.29798, 0.29948, 4.03191, 0, 0, 0, 0, 0, 0, 1
4199, 9.20193, 5.97152, 2.94748, 0, 0, 0, 0, 0, 0, 1
4200, 3.06171, 8.82685, 5.63977, 0, 0, 0, 0, 0, 0, 1
4201, 0.781794, 3.1955, 8.98092, 0, 0, 0, 0, 0, 0, 1
4202, 1.94678, 8.49285, 4.31093, 0, 0, 0, 0, 0, 0, 1
4203, 7.14704, 3.52339, 4.79451, 0, 0, 0, 0, 0, 0, 1
4204, 2.40081, 8.97766, 4.22238, 0, 0, 0, 0, 0, 0, 1
4205, 4.35669, 6.77663, 3.47233, 0, 0, 0, 0, 0, 0, 1
4206, 4.13578, 6.59607, 4.27581, 0, 0, 0, 0, 0, 0, 1
4207, 7.20516, 0.550624, 0.949879, 0, 0, 0, 0, 0, 0, 1
4208, 3.07656, 4.12788, 2.88983, 0, 0, 0, 0, 0, 0, 1
4209, 1.15116, 8.75556, 8.80847, 0, 0, 0, 0, 0, 0, 1
4210, 2.44529, 8.00845, 5.92662, 0, 0, 0, 0, 0, 0, 1
4211, 8.65976, 6.92462, 9.22496, 0, 0, 0, 0, 0, 0, 1
4212, 3.2815, 7.73751, 0.194786, 0, 0, 0, 0, 0, 0, 1
4213, 5.24874, 6.0464, 3.06898, 0, 0, 0, 0, 0, 0, 1
4214, 3.98713, 9.49501, 9.97308, 0, 0, 0, 0, 0, 0, 1
4215, 1.22597, 7.02067, 9.30372, 0, 0, 0, 0, 0, 0, 1
4216, 7.52638, 6.53388, 9.26355, 0, 0, 0, 0, 0, 0, 1
4217, 2.48897, 2.10283, 5.02323, 0, 0, 0, 0, 0, 0, 1
4218, 8.86615, 5.89958, 1.13261, 0, 0, 0, 0, 0, 0, 1
4219, 9.57845, 5.0438, 9.37471, 0, 0, 0, 0, 0, 0, 1
4220, 5.63359, 6.53384, 4.08425, 0, 0, 0, 0, 0, 0, 1
4221, 3.53671, 8.03463, 9.93591, 0, 0, 0, 0, 0, 0, 1
4222, 7.93509, 1.7108, 0.617415, 0, 0, 0, 0, 0, 0, 1
4223, 7.75195, 5.48393, 6.33286, 0, 0, 0, 0, 0, 0, 1
4224, 4.03738, 5.229, 2.29427, 0, 0, 0, 0, 0, 0, 1
4225, 0.665895, 5.27186, 0.67036, 0, 0, 0, 0, 0, 0, 1
4226, 8.21866, 6.76616, 7.99332, 0, 0, 0, 0, 0, 0, 1
4227, 9.08604, 8.03577, 8.13317, 0, 0, 0, 0, 0, 0, 1
4228, 6.22844, 6.07771, 9.63808, 0, 0, 0, 0, 0, 0, 1
4229, 7.81611, 3.72838, 2.87989, 0, 0, 0, 0, 0, 0, 1
4230, 0.0990722, 0.0225702, 9.2468, 0, 0, 0, 0, 0, 0, 1
4231, 1.72956, 7.29862, 7.88866, 0, 0, 0, 0, 0, 0, 1
4232, 4.04062, 6.36409, 8.31947, 0, 0, 0, 0, 0, 0, 1
4233, 0.718267, 5.75507, 1.27507, 0, 0, 0, 0, 0, 0, 1
4234, 7.02684, 4.45324, 6.67266, 0, 0, 0, 0, 0, 0, 1
4235, 4.46828, 5.22703, 9.49042, 0, 0, 0, 0, 0, 0, 1
4236, 6.23141, 4.95896, 2.14867, 0, 0, 0, 0, 0, 0, 1
4237, 2.33784, 0.552132, 5.1049, 0, 0, 0, 0, 0, 0, 1
4238, 4.03134, 3.08677, 9.88215, 0, 0, 0, 0, 0, 0, 1
4239, 8.19981, 2.48693, 7.15616, 0, 0, 0, 0, 0, 0, 1
4240, 3.11577, 6.09616, 6.73976, 0, 0, 0, 0, 0, 0, 1
4241, 1.82297, 3.13516, 7.97772, 0, 0, 0, 0, 0, 0, 1
4242, 0.615507, 2.35732, 8.67811, 0, 0, 0, 0, 0, 0, 1
4243, 1.6072, 4.15699, 4.0408, 0, 0, 0, 0, 0, 0, 1
4244, 1.68695, 1.79527, 2.11474, 0, 0, 0, 0, 0, 0, 1
4245, 1.39008, 8.82694, 4.22121, 0, 0, 0, 0, 0, 0, 1
4246, 8.64146, 9.99296, 9.31093, 0, 0, 0, 0, 0, 0, 1
4247, 7.69908, 4.43315, 5.20975, 0, 0, 0, 0, 0, 0, 1
4248, 3.02668, 8.16646, 0.941397, 0, 0, 0, 0, 0, 0, 1
4249, 7.56692, 4.22807, 1.18217, 0, 0, 0, 0, 0, 0, 1
4250, 0.91492, 9.76343, 2.48696, 0, 0, 0, 0, 0, 0, 1
4251, 1.54387, 3.70986, 6.63998, 0, 0, 0, 0, 0, 0, 1
4252, 0.497542, 6.85744, 3.9114, 0, 0, 0, 0, 0, 0, 1
4253, 5.43177, 0.926485, 4.65121, 0, 0, 0, 0, 0, 0, 1
4254, 4.16866, 7.7194, 5.79298, 0, 0, 0, 0, 0, 0, 1
4255, 8.51097, 5.00448, 1.32815, 0, 0, 0, 0, 0, 0, 1
4256, 7.85438, 1.11834, 7.85627, 0, 0, 0, 0, 0, 0, 1
4257, 7.41674, 0.268475, 2.2104, 0, 0, 0, 0, 0, 0, 1
4258, 0.103699, 8.18534, 8.06697, 0, 0, 0, 0, 0, 0, 1
4259, 3.15874, 7.86221, 0.593089, 0, 0, 0, 0, 0, 0, 1
4260, 0.766172, 5.3985, 7.46081, 0, 0, 0, 0, 0, 0, 1
4261, 7.52311, 4.24982, 4.81463, 0, 0, 0, 0, 0, 0, 1
4262, 2.92853, 7.97262, 3.1645, 0, 0, 0, 0, 0, 0, 1
4263, 9.2338, 2.69191, 1.22984, 0, 0, 0, 0, 0, 0, 1
4264, 0.178246, 9.21564, 3.18963, 0, 0, 0, 0, 0, 0, 1
4265, 3.12886, 4.99105, 9.22307, 0, 0, 0, 0, 0, 0, 1
4266, 6.14496, 6.21627, 7.80939, 0, 0, 0, 0, 0, 0, 1
4267, 4.78314, 6.16383, 4.40266, 0, 0, 0, 0, 0, 0, 1
4268, 0.0948014, 4.2636, 4.89763, 0, 0, 0, 0, 0, 0, 1
4269, 2.64631, 0.157235, 5.68317, 0, 0, 0, 0, 0, 0, 1
4270, 4.12342, 9.57782, 3.94622, 0, 0, 0, 0, 0, 0, 1
4271, 7.56199, 9.62393, 9.10864, 0, 0, 0, 0, 0, 0, 1
4272, 8.91163, 2.76065, 0.818356, 0, 0, 0, 0, 0, 0, 1
4273, 8.78757, 4.43072, 5.70143, 0, 0, 0, 0, 0, 0, 1
4274, 1.59323, 2.66689, 9.45074, 0, 0, 0, 0, 0, 0, 1
4275, 6.37203, 6.12789, 1.62833, 0, 0, 0, 0, 0, 0, 1
4276, 4.68992, 4.26335, 1.27331, 0, 0, 0, 0, 0, 0, 1
4277, 4.37962, 0.775947, 1.08732, 0, 0, 0, 0, 0, 0, 1
4278, 5.28385, 8.67686, 1.72447, 0, 0, 0, 0, 0, 0, 1
4279, 7.20554, 4.29886, 3.32732, 0, 0, 0, 0, 0, 0, 1
4280, 3.60077, 0.728163, 7.34518, 0, 0, 0, 0, 0, 0, 1
4281, 3.7155, 1.31579, 7.59787, 0, 0, 0, 0, 0, 0, 1
4282, 7.46851, 9.64086, 6.0037, 0, 0, 0, 0, 0, 0, 1
4283, 5.09217, 0.643961, 1.20829, 0, 0, 0, 0, 0, 0, 1
4284, 4.73315, 2.611, 1.7736, 0, 0, 0, 0, 0, 0, 1
4285, 6.64279, 6.02856, 9.60193, 0, 0, 0, 0, 0, 0, 1
4286, 9.3647, 9.94305, 8.80953, 0, 0, 0, 0, 0, 0, 1
4287, 1.545, 4.37865, 9.21916, 0, 0, 0, 0, 0, 0, 1
4288, 2.94832, 2.11746, 1.2457, 0, 0, 0, 0, 0, 0, 1
4289, 6.264, 4.81289, 2.91659, 0, 0, 0, 0, 0, 0, 1
4290, 0.688081, 3.56609, 7.60943, 0, 0, 0, 0, 0, 0, 1
4291, 1.31891, 9.84956, 8.42845, 0, 0, 0, 0, 0, 0, 1
4292, 1.12387, 4.76314, 0.32987, 0, 0, 0, 0, 0, 0, 1
4293, 0.503015, 6.00603, 4.40601, 0, 0, 0, 0, 0, 0, 1
4294, 1.26501, 2.87951, 0.961895, 0, 0, 0, 0, 0, 0, 1
4295, 5.23821, 0.70124, 2.55632, 0, 0, 0, 0, 0, 0, 1
4296, 2.85086, 8.48742, 3.50443, 0, 0, 0, 0, 0, 0, 1
4297, 6.96559, 8.32466, 4.85645, 0, 0, 0, 0, 0, 0, 1
4298, 1.60416, 0.528132, 1.19556, 0, 0, 0, 0, 0, 0, 1
4299, 3.73464, 7.90261, 8.19136, 0, 0, 0, 0, 0, 0, 1
4300, 6.23507, 1.84692, 5.66378, 0, 0, 0, 0, 0, 0, 1
4301, 9.00903, 4.89876, 9.99116, 0, 0, 0, 0, 0, 0, 1
4302, 1.30283, 7.34367, 1.66156, 0, 0, 0, 0, 0, 0, 1
4303, 9.56973, 9.10771, 5.16487, 0, 0, 0, 0, 0, 0, 1
4304, 5.37844, 6.00435, 4.68169, 0, 0, 0, 0, 0, 0, 1
4305, 8.0505, 1.19167, 9.88673, 0, 0, 0, 0, 0, 0, 1
4306, 3.42309, 9.04364, 0.840582, 0, 0, 0, 0, 0, 0, 1
4307, 5.49058, 3.66579, 2.72672, 0, 0, 0, 0, 0, 0, 1
4308, 7.54259, 6.12221, 7.78683, 0, 0, 0, 0, 0, 0, 1
4309, 7.55782, 9.22036, 0.0645445, 0, 0, 0, 0, 0, 0, 1
4310, 4.08395, 7.79718, 9.00646, 0, 0, 0, 0, 0, 0, 1
4311, 9.81377, 1.58724, 7.21196, 0, 0, 0, 0, 0, 0, 1
4312, 4.62497, 8.72539, 9.84494, 0, 0, 0, 0, 0, 0, 1
4313, 1.20914, 1.44623, 1.62792, 0, 0, 0, 0, 0, 0, 1
4314, 1.13438, 0.862757, 7.86802, 0, 0, 0, 0, 0, 0, 1
4315, 3.22039, 1.41962, 3.69546, 0, 0, 0, 0, 0, 0, 1
4316, 2.12229, 0.814062, 2.02036, 0, 0, 0, 0, 0, 0, 1
4317, 6.27218, 5.87347, 2.18402, 0, 0, 0, 0, 0, 0, 1
4318, 8.36975, 4.12582, 5.5881, 0, 0, 0, 0, 0, 0, 1
4319, 2.03165, 6.19759, 8.46321, 0, 0, 0, 0, 0, 0, 1
4320, 4.16449, 5.22446, 5.79567, 0, 0, 0, 0, 0, 0, 1
4321, 4.53347, 9.82135, 9.49112, 0, 0, 0, 0, 0, 0, 1
4322, 0.0804359, 7.58325, 4.45624, 0, 0, 0, 0, 0, 0, 1
4323, 5.37921, 6.93245, 1.5553, 0, 0, 0, 0, 0, 0, 1
4324, 0.957889, 1.4692, 9.20626, 0, 0, 0, 0, 0, 0, 1
4325, 4.87597, 6.80708, 5.70747, 0, 0, 0, 0, 0, 0, 1
4326, 3.31583, 5.76971, 6.30302, 0, 0, 0, 0, 0, 0, 1
4327, 0.670199, 8.64693, 8.58574, 0, 0, 0, 0, 0, 0, 1
4328, 3.74257, 7.52882, 0.744569, 0, 0, 0, 0, 0, 0, 1
4329, 8.62167, 7.25523, 7.62373, 0, 0, 0, 0, 0, 0, 1
4330, 3.03156, 5.19789, 8.03242, 0, 0, 0, 0, 0, 0, 1
4331, 4.18373, 4.22257, 1.26213, 0, 0, 0, 0, 0, 0, 1
4332, 9.38056, 7.01342, 4.4436, 0, 0, 0, 0, 0, 0, 1
4333, 9.75001, 6.35975, 6.17823, 0, 0, 0, 0, 0, 0, 1
4334, 7.4834, 7.76575, 4.2128, 0, 0, 0, 0, 0, 0, 1
4335, 5.19611, 5.22102, 5.5816, 0, 0, 0, 0, 0, 0, 1
4336, 7.94523, 8.73236, 7.14643, 0, 0, 0, 0, 0, 0, 1
4337, 8.39255, 7.68592, 1.72351, 0, 0, 0, 0, 0, 0, 1
4338, 7.46526, 1.21968, 0.716087, 0, 0, 0, 0, 0, 0, 1
4339, 1.20529, 2.63927, 1.68493, 0, 0, 0, 0, 0, 0, 1
4340, 5.37945, 3.77789, 3.5655, 0, 0, 0, 0, 0, 0, 1
4341, 3.81667, 8.19473, 8.36538, 0, 0, 0, 0, 0, 0, 1
4342, 4.34589, 9.48508, 4.11316, 0, 0, 0, 0, 0, 0, 1
4343, 0.845141, 7.21749, 6.36959, 0, 0, 0, 0, 0, 0, 1
4344, 0.252033, 3.14916, 3.82456, 0, 0, 0, 0, 0, 0, 1
4345, 8.54261, 7.8978, 8.10592, 0, 0, 0, 0, 0, 0, 1
4346, 2.63304, 2.15167, 2.33223, 0, 0, 0, 0, 0, 0, 1
4347, 9.86254, 5.42468, 0.0258436, 0, 0, 0, 0, 0, 0, 1
4348, 1.75071, 8.04963, 8.24203, 0, 0, 0, 0, 0, 0, 1
4349, 7.18713, 4.55898, 5.45218, 0, 0, 0, 0, 0, 0, 1
4350, 3.58559, 9.04913, 9.91236, 0, 0, 0, 0, 0, 0, 1
4351, 8.84243, 5.48191, 4.49206, 0, 0, 0, 0, 0, 0, 1
4352, 3.21777, 0.76468, 6.37471, 0, 0, 0, 0, 0, 0, 1
4353, 9.5198, 4.40077, 8.22024, 0, 0, 0, 0, 0, 0, 1
4354, 3.07061, 6.49944, 1.20318, 0, 0, 0, 0, 0, 0, 1
4355, 6.05611, 3.1662, 5.95651, 0, 0, 0, 0, 0, 0, 1
4356, 5.35697, 4.47675, 2.52202, 0, 0, 0, 0, 0, 0, 1
4357, 2.13415, 9.07757, 8.17422, 0, 0, 0, 0, 0, 0, 1
4358, 7.32324, 3.84267, 4.85994, 0, 0, 0, 0, 0, 0, 1
4359, 4.98521, 2.62591, 1.21466, 0, 0, 0, 0, 0, 0, 1
4360, 9.08525, 6.52312, 3.31103, 0, 0, 0, 0, 0, 0, 1
4361, 4.14703, 7.8955, 5.87354, 0, 0, 0, 0, 0, 0, 1
4362, 5.16282, 4.62597, 4.66291, 0, 0, 0, 0, 0, 0, 1
4363, 2.32988, 4.383, 7.18585, 0, 0, 0, 0, 0, 0, 1
4364, 1.13196, 9.99121, 5.32024, 0, 0, 0, 0, 0, 0, 1
4365, 5.50513, 9.01063, 9.79591, 0, 0, 0, 0, 0, 0, 1
4366, 2.93702, 8.9521, 9.4377, 0, 0, 0, 0, 0, 0, 1
4367, 5.0258, 6.45618, 4.4526, 0, 0, 0, 0, 0, 0, 1
4368, 1.52697, 9.58309, 7.17714, 0, 0, 0, 0, 0, 0, 1
4369, 6.17959, 7.13695, 7.54465, 0, 0, 0, 0, 0, 0, 1
4370, 0.277464, 0.704061, 9.86379, 0, 0, 0, 0, 0, 0, 1
4371, 0.211562, 1.52665, 2.92722, 0, 0, 0, 0, 0, 0, 1
4372, 6.32783, 6.01608, 6.6891, 0, 0, 0, 0, 0, 0, 1
4373, 8.76272, 1.94974, 6.94238, 0, 0, 0, 0, 0, 0, 1
4374, 8.59511, 8.84562, 9.00061, 0, 0, 0, 0, 0, 0, 1
4375, 7.26899, 6.45469, 4.7738, 0, 0, 0, 0, 0, 0, 1
4376, 7.91557, 0.00504982, 3.39481, 0, 0, 0, 0, 0, 0, 1
4377, 5.78845, 4.3438, 2.89514, 0, 0, 0, 0, 0, 0, 1
4378, 3.14097, 3.10055, 2.88387, 0, 0, 0, 0, 0, 0, 1
4379, 3.7278, 5.22704, 2.89885, 0, 0, 0, 0, 0, 0, 1
4380, 9.45123, 4.94198, 1.03695, 0, 0, 0, 0, 0, 0, 1
4381, 5.76276, 6.32049, 4.35434, 0, 0, 0, 0, 0, 0, 1
4382, 4.4315, 2.12191, 0.177475, 0, 0, 0, 0, 0, 0, 1
4383, 1.80391, 5.28782, 7.38166, 0, 0, 0, 0, 0, 0, 1
4384, 7.43422, 1.18343, 7.24609, 0, 0, 0, 0, 0, 0, 1
4385, 3.128, 5.47131, 1.04319, 0, 0, 0, 0, 0, 0, 1
4386, 0.139102, 1.89121, 5.41664, 0, 0, 0, 0, 0, 0, 1
4387, 3.74146, 1.73924, 6.48003, 0, 0, 0, 0, 0, 0, 1
4388, 0.394142, 4.66301, 6.05391, 0, 0, 0, 0, 0, 0, 1
4389, 5.5038, 8.44281, 1.90934, 0, 0, 0, 0, 0, 0, 1
4390, 4.12334, 2.3121, 6.53019, 0, 0, 0, 0, 0, 0, 1
4391, 8.24787, 9.89618, 8.96751, 0, 0, 0, 0, 0, 0, 1
4392, 1.1155, 1.35923, 1.09309, 0, 0, 0, 0, 0, 0, 1
4393, 5.78128, 0.416715, 4.28642, 0, 0, 0, 0, 0, 0, 1
4394, 2.71679, 9.71809, 8.03809, 0, 0, 0, 0, 0, 0, 1
4395, 7.35561, 2.92945, 1.9329, 0, 0, 0, 0, 0, 0, 1
4396, 2.21676, 5.35169, 3.49759, 0, 0, 0, 0, 0, 0, 1
4397, 6.00522, 9.03734, 3.30686, 0, 0, 0, 0, 0, 0, 1
4398, 2.96984, 8.60318, 6.01178, 0, 0, 0, 0, 0, 0, 1
4399, 0.987883, 1.65899, 3.93685, 0, 0, 0, 0, 0, 0, 1
4400, 0.0160992, 2.94638, 0.426314, 0, 0, 0, 0, 0, 0, 1
4401, 0.796052, 7.75052, 3.39716, 0, 0, 0, 0, 0, 0, 1
4402, 1.0496, 8.60512, 6.0141, 0, 0, 0, 0, 0, 0, 1
4403, 9.98103, 6.43503, 8.22344, 0, 0, 0, 0, 0, 0, 1
4404, 0.550567, 1.49375, 8.56931, 0, 0, 0, 0, 0, 0, 1
4405, 6.82048, 4.80867, 7.59004, 0, 0, 0, 0, 0, 0, 1
4406, 0.000321868, 2.12244, 9.25351, 0, 0, 0, 0, 0, 0, 1
4407, 8.03575, 4.66704, 6.40691, 0, 0, 0, 0, 0, 0, 1
4408, 5.6697, 9.07599, 3.74053, 0, 0, 0, 0, 0, 0, 1
4409, 7.00148, 9.7252, 8.00157, 0, 0, 0, 0, 0, 0, 1
4410, 9.58684, 5.5775, 2.70742, 0, 0, 0, 0, 0, 0, 1
4411, 6.03903, 8.13424, 1.42241, 0, 0, 0, 0, 0, 0, 1
4412, 9.55197, 6.90517, 8.98133, 0, 0, 0, 0, 0, 0, 1
4413, 9.25627, 9.11479, 6.09443, 0, 0, 0, 0, 0, 0, 1
4414, 5.22413, 5.98638, 1.62702, 0, 0, 0, 0, 0, 0, 1
4415, 2.93151, 6.36489, 3.22599, 0, 0, 0, 0, 0, 0, 1
4416, 3.79222, 8.13655, 1.52959, 0, 0, 0, 0, 0, 0, 1
4417, 5.1703, 2.06416, 1.87749, 0, 0, 0, 0, 0, 0, 1
4418, 5.2908, 2.98336, 8.0965, 0, 0, 0, 0, 0, 0, 1
4419, 4.48739, 6.02523, 0.551216, 0, 0, 0, 0, 0, 0, 1
